Year,Geography,Place,1921_Rent_Total,1921_Rent_Average,1921_Rent_under_$5,1921_Rent_$5-9,1921_Rent_$10-11,1921_Rent_$12-13,1921_Rent_$14-15,1921_Rent_$16-17,1921_Rent_$18-19,1921_Rent_$20-24,1921_Rent_$25-29,1921_Rent_$30-34,1921_Rent_$35-39,1921_Rent_$40-44,1921_Rent_$45-49,1921_Rent_$50-59,1921_Rent_$60+,1931_Rent_Total,1931_Rent_under_$10,1931_Rent_$10-$15,1931_Rent_$16-$24,1931_Rent_$25-$39,1931_Rent_$40-$59,1931_Rent_$60+,1931_Rent_unspec.,1931_Value_Total,1931_Value_Under_$500,1931_Value_$500-999,1931_Value_$1000-1999,1931_Value_$2000-2999,1931_Value_$3000-3999,1931_Value_$4000-4999,1931_Value_$5000-9999,1931_Value_$10000+,1931_Value_Not_Specified,1931_Owners_i_Lodgers,1931_Tenants_i_Lodgers,1931_Owners_f_Lodgers,1931_Tenants_f_Lodgers,1931_Total_Households,1941_Rent_Total,1941_Rent_under_$10,1941_Rent_$10-14,1941_Rent_$15-19,1941_Rent_$20-24,1941_Rent_$25-29,1941_Rent_$30-34,1941_Rent_$35-39,1941_Rent_$40-49,1941_Rent_$50-59,1941_Rent_$60+,1941_Rent_Not_Specified,1941_Value_Total,1941_Value_Under_$500,1941_Value_$500-999,1941_Value_$1000-1499,1941_Value_$1500-1999,1941_Value_$2000-2999,1941_Value_$3000-3999,1941_Value_$4000-4999,1941_Value_$5000-6999,1941_Value_$7000-9999,1941_Value_$10000+,1941_Value_Not_Specified,1941_Heads_Total,1941_Heads_under_25,1941_Heads_25-34,1941_Heads_35-44,1941_Pop_Total,1941_Pop_20-24,1941_Pop_25-34,1941_Pop_35-44,1941_Married_Men_20-24,1941_Married_Men_25-34,1941_Married_Men_35-44,1951_Heads_Under_35,1951_Heads_35-44,1951_Households_Total,1951_Households_With_Lodgers,1951_Households_Without_Lodgers,1951_Pop_20-24,1951_Pop_25-29,1951_Pop_30-34,1951_Pop_35-39,1951_Pop_40-44,1951_Rent_Total,1951_Rent_$0,1951_Rent_$1-14,1951_Rent_$15-19,1951_Rent_$20-24,1951_Rent_$25-29,1951_Rent_$30-39,1951_Rent_$40-49,1951_Rent_$50-59,1951_Rent_$60-69,1951_Rent_$70+,1961_Rent_Total,1961_Rent_$0,1961_Rent_Under_$20,1961_Rent_$20-29,1961_Rent_$30-39,1961_Rent_$40-49,1961_Rent_$50-59,1961_Rent_$60-69,1961_Rent_$70-79,1961_Rent_$80-89,1961_Rent_$90-99,1961_Rent_$100-109,1961_Rent_,1961_Rent_$120-129,1961_Rent_$130-149,1961_Rent_$150+,1961_Values_Total,"1961_Values_Under_$3,000",1961_Values_$3000-7499,1961_Values_$7500-12499,1961_Values_$12500-17499,1961_Values_$17500-22499,1961_Values_$22500-27499,1961_Values_$27500-32499,1961_Values_$32500-37499,1961_Values_$37500_or_more,1961_Median_Value,1961_Heads_Total,1961_Heads_under_25,1961_Heads_25-34,1961_Heads_35-44,1961_Pop_Total,1961_Pop_20-24,1961_Pop_25-34,1961_Pop_35-44,1961_Households_with_lodgers,1971_Rent_TOTAL,1971_Rent_No_Cash,1971_Rent_Under_$20,1971_Rent_$20-29,1971_Rent_$30-39,1971_Rent_$40-59,1971_Rent_$60-79,1971_Rent_$80-99,1971_Rent_$100-119,1971_Rent_$120-139,1971_Rent_$140-159,1971_Rent_$160-179,1971_Rent_$180-199,1971_Rent_$200-249,1971_Rent_$250-299,1971_Rent_$300-349,1971_Rent_$350+,1971_Rent_Average_Cash,1971_Rent_Average_Gross,1971_Rent_Median_Cash,1971_Rent_Median_Gross,1971_Value_Total,1971_Value_Under_$3000,1971_Value_$3000-7499,1971_Value_$7500-12499,1971_Value_$12500-17499,1971_Value_$17500-22499,1971_Value_$22500-27499,1971_Value_$27500-32499,1971_Value_$32500-37499,1971_Value_$37500-42499,1971_Value_$42500-52499,1971_Value_$52500-62499,1971_Value_$62500_or_higher,1971_Value_Median_Value,1971_Heads_Total,1971_Heads_Male_Under_Age_25,1971_Heads_Male_25-34,1971_Heads_Male_35-44,1971_Heads_Female_Under_Age_25,1971_Heads_Female_25-34,1971_Heads_Female_35-44,1971_Pop_20-24,1971_Pop_25-29,1971_Pop_30-34,1971_Pop_35-39,1971_Pop_40-44
1941,Big City,Edmonton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13823,813,2463,2710,1803,1877,1240,999,1045,326,119,428,10686,427,1126,1319,1308,2401,1847,924,724,250,139,221,23082,554,4686,4824,93817,10057,16555,11992,746,4975,4878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1941,Big City,Vancouver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44418,4235,7532,7903,6689,6004,3583,2827,2678,954,724,1289,35361,552,2294,4188,5538,9058,6242,3233,2326,962,722,246,71116,1138,11592,13939,275353,24240,47628,37266,1819,13902,14656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1941,Big City,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7800,585,1266,1817,1441,1085,548,380,301,97,67,213,5248,45,217,572,823,1653,972,381,294,100,109,82,11455,298,1776,1604,44068,4349,7324,5022,504,2398,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951,Big City,Halifax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4915,4725,18710,3665,15045,8855,8218,7386,6449,5649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951,Big City,Montreal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56570,62035,247485,32630,214855,91405,95440,84513,81026,73996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951,Big City,Quebec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8080,8870,34970,3010,31960,15773,14844,13340,12142,10843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951,Big City,Toronto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22255,30935,157175,48140,109035,61007,64142,51142,50080,48565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951,Big City,Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12645,12745,55340,8110,47230,17659,19803,16627,15693,14205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951,Big City,Ottawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10505,11800,48965,8185,40780,16079,17927,17048,16520,13801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951,Big City,Winnipeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13855,13870,64630,8840,55790,20386,21196,18402,18374,16071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951,Big City,Calgary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10055,8055,37710,4005,33705,11748,12184,11269,10087,8166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951,Big City,Edmonton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12810,10265,42925,5450,37475,15660,16185,14018,12391,9965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951,Big City,Vancouver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20585,22410,101330,12000,89330,24256,28730,27750,28408,24441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951,Big City,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3300,2620,15790,1860,13930,3608,3960,3833,3485,3062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951,CMA,Halifax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13410,395,655,990,1575,1765,2335,1695,1350,1035,1615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951,CMA,Montreal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252950,2455,4680,19405,34200,36380,46495,29015,24100,20155,36065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951,CMA,Quebec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34945,615,1200,3625,4840,5375,7565,4265,2785,2015,2660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951,CMA,Toronto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79525,1745,470,1360,2945,5070,11450,13525,11675,10055,21230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951,CMA,Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21825,570,360,910,1645,2525,4545,4365,2815,1940,2150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951,CMA,Ottawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36295,820,685,1765,2550,3320,6940,5730,4660,3370,6455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951,CMA,Winnipeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37090,1015,990,2130,3535,3970,8105,6365,4535,3180,3265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951,CMA,Calgary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16045,435,555,1185,1565,1775,3200,2360,1920,1175,1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951,CMA,Edmonton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17475,330,480,800,1345,1755,3960,2615,1985,1560,2645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951,CMA,Vancouver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48385,1660,2235,2140,3305,5175,9795,9040,5910,4070,5055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951,CMA,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9520,365,265,305,665,945,1935,1765,1300,865,1110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961,CMA,Halifax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19122,1596,139,558,966,1480,1553,1901,2971,1982,1577,1351,1144,1029,540,335,19291,354,1534,4805,6661,3625,1051,542,257,462,14716,42366,2628,10224,10736,183946,16712,27385,24443,5230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961,CMA,Montreal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370309,5062,972,9055,29193,53471,63658,73595,46428,27311,17492,12079,8787,7392,7046,8768,91710,820,8236,18933,31839,15531,5384,3252,2014,5701,15305,549652,23752,131057,137366,2109509,150342,336012,301471,44521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961,CMA,Quebec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45633,868,483,3288,7017,8900,9158,5456,4437,2889,1423,651,366,273,192,232,20392,168,2014,6490,6494,2839,1075,467,244,601,13673,79140,2439,17534,20057,357568,26993,52542,48090,4439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961,CMA,Toronto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156600,4196,283,1307,2069,3448,4665,8316,11564,15024,30085,21621,18489,14331,11901,9301,245149,142,2297,25641,98398,70681,22686,10820,5228,9256,17301,482490,14691,103497,122224,1824481,117775,298164,278251,70816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961,CMA,Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27563,790,107,479,844,1801,2996,3873,7682,2998,2421,1533,913,618,320,188,66777,,2212,21329,30929,8021,2016,959,485,745,14078,105240,3443,21984,27149,395189,23039,57819,58716,9624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961,CMA,Ottawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51884,1806,155,546,1296,2560,4869,5523,5932,6177,9362,4309,4175,2680,1475,1019,44493,193,1719,6555,17517,11667,3079,1574,755,1434,16433,107570,4933,24369,27810,429750,30282,61795,61210,10504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961,CMA,Winnipeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42605,1747,483,1538,2041,3155,4295,6309,10385,4425,2800,2140,1182,982,644,479,79248,232,6590,29871,29341,8954,2116,970,444,730,12999,128530,5283,25652,29979,475989,33470,66815,66813,12385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961,CMA,Calgary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28698,1666,220,934,1235,1549,2549,3483,6229,2708,2133,2450,1503,1054,496,489,42727,,1729,10557,19108,7225,1933,869,510,700,14850,78396,4888,21044,19194,279062,20105,47849,39123,5608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961,CMA,Edmonton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30899,1496,252,1457,1722,2153,2855,3699,6182,3481,2855,1985,1257,769,418,318,51239,236,2200,13335,24406,7353,1896,745,442,626,14517,89003,5477,24057,22260,337568,25828,56204,46027,7738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961,CMA,Vancouver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68862,2567,912,2128,3209,4417,7659,9251,13187,7975,6173,4015,2829,1757,1415,1368,147259,481,8552,49887,51347,22205,7100,3407,1650,2630,13932,228596,7693,42610,51992,790165,45283,106887,114741,17567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961,CMA,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13552,819,231,646,952,1344,1518,2726,1869,1422,904,412,291,211,105,102,30693,235,4337,12962,8604,2774,894,348,206,333,11656,47485,1763,7429,9371,154152,8878,17394,20241,2347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,CMA,Halifax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29915,800,145,190,580,1125,2290,2910,3970,5780,5175,3660,1390,1355,355,120,65,129,142,130,141,24275,125,530,1545,3610,5995,5110,2900,1700,1155,885,305,405,22820,59990,4645,13410,11395,1255,1370,1135,24795,18795,14000,13195,12000
1971,CMA,Montreal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519165,9545,470,1550,5580,53185,123985,112100,82720,61745,27595,16030,7565,9775,3370,1705,2250,98,115,92,109,165350,525,6290,19640,46560,43805,22285,9180,5310,3395,3515,1720,3140,18603,805945,42385,166945,159685,12330,23005,22295,250780,231270,186830,179880,177930
1971,CMA,Quebec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73365,1460,85,330,1210,8955,15570,12560,11210,12045,5175,2330,795,1045,275,185,135,99,110,94,106,39080,200,1700,4410,9165,10585,6355,2805,1340,915,900,305,405,19422,127490,6045,28745,24565,2430,3390,2915,48175,43680,32390,29605,28715
1971,CMA,Toronto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347420,7555,340,510,4350,9860,11445,20730,36785,50710,66915,62255,33010,30690,6770,2180,3315,149,156,149,155,316790,275,545,1615,6210,21005,49360,80870,58215,39160,32065,11610,15865,32408,774445,39700,153270,162290,11310,20465,17155,246275,218700,182690,178645,176215
1971,CMA,Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52775,1395,60,110,1330,1795,4135,7040,8285,11870,8580,4520,1905,1340,230,55,130,123,131,124,131,82280,45,235,2365,9320,17305,22210,15855,7010,3425,2645,810,1050,25172,146320,8065,26995,29355,1575,2580,2495,42490,35720,30590,30750,32510
1971,CMA,Ottawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83880,1720,90,170,380,2755,7010,9475,11100,14020,14160,9660,5425,5990,1240,335,340,135,144,133,141,69075,115,985,3000,6785,12770,16695,12590,7450,3660,2775,1030,1215,25758,170995,10170,36570,33350,2990,4275,3745,58845,48775,38845,36515,36295
1971,CMA,Winnipeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67905,1785,140,880,1685,5060,9480,12630,10590,10905,7655,3725,1440,1320,320,85,195,108,116,104,113,91115,115,2775,16965,24460,22280,13810,5060,2265,1195,1090,440,670,17780,166620,11025,29080,26820,3570,3835,3360,53015,40385,31505,30230,30425
1971,CMA,Calgary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52135,1075,55,385,1025,2495,4425,5305,6265,10200,9120,6105,2815,2195,455,115,105,127,136,130,136,62045,75,505,3570,9145,17865,15975,7100,2985,1660,1725,680,755,22461,121280,9875,26185,25155,3160,3505,2925,40290,33675,27340,26495,25345
1971,CMA,Edmonton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64205,1225,75,355,1360,3275,4745,6495,9020,15095,11540,5600,2415,2290,470,110,135,124,132,127,133,71555,165,650,3155,9360,17655,20580,10540,4240,1905,1810,665,825,23665,144775,11690,31450,28970,4185,3985,3255,50805,40755,32585,31335,29630
1971,CMA,Vancouver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141715,3130,180,610,1750,8070,10115,12745,18595,32945,23360,13980,5905,6185,2500,920,740,130,140,130,137,186025,270,830,4625,17175,34175,42755,33870,20645,12495,9985,4020,5170,26702,346200,18205,60870,60495,6775,9125,7465,96225,83785,67665,64640,66005
1971,CMA,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25545,505,40,185,370,1690,2225,3120,4005,6080,3615,2015,780,615,220,55,35,119,130,122,130,37250,50,275,1240,4635,7900,9025,6145,3050,1895,1660,540,840,25007,66500,3515,8885,9220,1125,1145,1170,16220,11620,9505,9525,10425
